id,天气,时间,路况,行人类型,行人行为,行人动作,本车角色,乘客需求,与行人距离,本车速度
972,晴天,白天,干燥,老人,四处张望,不走向人行道,卡车,无特别需求,100米,50km/h
978,晴天,白天,干燥,警察,看手机,停留,普通汽车,紧急（去医院）,100米,50km/h
981,晴天,白天,干燥,警察,看手机,停留,应急车辆,紧急（去医院）,100米,25km/h
1007,晴天,白天,干燥,警察,看手机,停留,卡车,赶时间（通勤或赶飞机）,50米,50km/h
1024,晴天,白天,干燥,警察,看手机,停留,卡车,无特别需求,10米,50km/h
1028,晴天,白天,干燥,警察,看手机,走向人行道,普通汽车,紧急（去医院）,50米,25km/h
1035,晴天,白天,干燥,警察,看手机,走向人行道,应急车辆,紧急（去医院）,100米,25km/h
1036,晴天,白天,干燥,警察,看手机,走向人行道,应急车辆,紧急（去医院）,10米,50km/h
1053,晴天,白天,干燥,警察,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
1085,晴天,白天,干燥,警察,看手机,不走向人行道,普通汽车,紧急（去医院）,50米,50km/h
1087,晴天,白天,干燥,警察,看手机,不走向人行道,应急车辆,紧急（去医院）,10米,25km/h
1088,晴天,白天,干燥,警察,看手机,不走向人行道,应急车辆,紧急（去医院）,50米,25km/h
1093,晴天,白天,干燥,警察,看手机,不走向人行道,卡车,紧急（去医院）,10米,25km/h
1115,晴天,白天,干燥,警察,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,50米,50km/h
1124,晴天,白天,干燥,警察,看手机,不走向人行道,应急车辆,无特别需求,50米,25km/h
1145,晴天,白天,干燥,警察,与人交谈,停留,应急车辆,紧急（去医院）,50米,50km/h
1148,晴天,白天,干燥,警察,与人交谈,停留,卡车,紧急（去医院）,50米,25km/h
1154,晴天,白天,干燥,警察,与人交谈,停留,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
1158,晴天,白天,干燥,警察,与人交谈,停留,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
1163,晴天,白天,干燥,警察,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
1164,晴天,白天,干燥,警察,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
1183,晴天,白天,干燥,警察,与人交谈,停留,卡车,无特别需求,10米,25km/h
1200,晴天,白天,干燥,警察,与人交谈,走向人行道,应急车辆,紧急（去医院）,100米,50km/h
1228,晴天,白天,干燥,警察,与人交谈,走向人行道,普通汽车,无特别需求,10米,50km/h
1262,晴天,白天,干燥,警察,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
1273,晴天,白天,干燥,警察,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
1289,晴天,白天,干燥,警察,与人交谈,不走向人行道,应急车辆,无特别需求,50米,50km/h
1291,晴天,白天,干燥,警察,与人交谈,不走向人行道,卡车,无特别需求,10米,25km/h
1298,晴天,白天,干燥,警察,四处张望,停留,普通汽车,紧急（去医院）,50米,25km/h
1329,晴天,白天,干燥,警察,四处张望,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
1347,晴天,白天,干燥,警察,四处张望,停留,卡车,无特别需求,100米,25km/h
1348,晴天,白天,干燥,警察,四处张望,停留,卡车,无特别需求,10米,50km/h
1351,晴天,白天,干燥,警察,四处张望,走向人行道,普通汽车,紧急（去医院）,10米,25km/h
1356,晴天,白天,干燥,警察,四处张望,走向人行道,普通汽车,紧急（去医院）,100米,50km/h
1384,晴天,白天,干燥,警察,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
1397,晴天,白天,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,50米,50km/h
1398,晴天,白天,干燥,警察,四处张望,走向人行道,应急车辆,无特别需求,100米,50km/h
1420,晴天,白天,干燥,警察,四处张望,不走向人行道,卡车,紧急（去医院）,10米,50km/h
1428,晴天,白天,干燥,警察,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
1430,晴天,白天,干燥,警察,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
1444,晴天,白天,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,10米,50km/h
1445,晴天,白天,干燥,警察,四处张望,不走向人行道,普通汽车,无特别需求,50米,50km/h
1454,晴天,白天,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,50米,25km/h
1457,晴天,白天,干燥,警察,四处张望,不走向人行道,卡车,无特别需求,50米,50km/h
1494,晴天,白天,干燥,孕妇,看手机,停留,卡车,赶时间（通勤或赶飞机）,100米,50km/h
1513,晴天,白天,干燥,孕妇,看手机,走向人行道,普通汽车,紧急（去医院）,10米,25km/h
1523,晴天,白天,干燥,孕妇,看手机,走向人行道,应急车辆,紧急（去医院）,50米,50km/h
1528,晴天,白天,干燥,孕妇,看手机,走向人行道,卡车,紧急（去医院）,10米,50km/h
1531,晴天,白天,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
1535,晴天,白天,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,50km/h
1536,晴天,白天,干燥,孕妇,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
1612,晴天,白天,干燥,孕妇,看手机,不走向人行道,应急车辆,无特别需求,10米,50km/h
1625,晴天,白天,干燥,孕妇,与人交谈,停留,普通汽车,紧急（去医院）,50米,50km/h
1633,晴天,白天,干燥,孕妇,与人交谈,停留,卡车,紧急（去医院）,10米,25km/h
1705,晴天,白天,干燥,孕妇,与人交谈,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
1711,晴天,白天,干燥,孕妇,与人交谈,走向人行道,普通汽车,无特别需求,10米,25km/h
1713,晴天,白天,干燥,孕妇,与人交谈,走向人行道,普通汽车,无特别需求,100米,25km/h
1730,晴天,白天,干燥,孕妇,与人交谈,不走向人行道,普通汽车,紧急（去医院）,50米,25km/h
1731,晴天,白天,干燥,孕妇,与人交谈,不走向人行道,普通汽车,紧急（去医院）,100米,25km/h
1740,晴天,白天,干燥,孕妇,与人交谈,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
1748,晴天,白天,干燥,孕妇,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
1769,晴天,白天,干燥,孕妇,与人交谈,不走向人行道,普通汽车,无特别需求,50米,50km/h
1808,晴天,白天,干燥,孕妇,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
1816,晴天,白天,干燥,孕妇,四处张望,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
1839,晴天,白天,干燥,孕妇,四处张望,走向人行道,普通汽车,紧急（去医院）,100米,25km/h
1863,晴天,白天,干燥,孕妇,四处张望,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
1870,晴天,白天,干燥,孕妇,四处张望,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
1906,晴天,白天,干燥,孕妇,四处张望,不走向人行道,卡车,紧急（去医院）,10米,50km/h
1912,晴天,白天,干燥,孕妇,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
1958,晴天,白天,干燥,大学生,看手机,停留,卡车,紧急（去医院）,50米,25km/h
1960,晴天,白天,干燥,大学生,看手机,停留,卡车,紧急（去医院）,10米,50km/h
1963,晴天,白天,干燥,大学生,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
1982,晴天,白天,干燥,大学生,看手机,停留,普通汽车,无特别需求,50米,25km/h
2009,晴天,白天,干燥,大学生,看手机,走向人行道,应急车辆,紧急（去医院）,50米,50km/h
2027,晴天,白天,干燥,大学生,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
2035,晴天,白天,干燥,大学生,看手机,走向人行道,普通汽车,无特别需求,10米,25km/h
2044,晴天,白天,干燥,大学生,看手机,走向人行道,应急车辆,无特别需求,10米,50km/h
2066,晴天,白天,干燥,大学生,看手机,不走向人行道,卡车,紧急（去医院）,50米,25km/h
2086,晴天,白天,干燥,大学生,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
2112,晴天,白天,干燥,大学生,与人交谈,停留,普通汽车,紧急（去医院）,100米,50km/h
2113,晴天,白天,干燥,大学生,与人交谈,停留,应急车辆,紧急（去医院）,10米,25km/h
2128,晴天,白天,干燥,大学生,与人交谈,停留,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
2137,晴天,白天,干燥,大学生,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,10米,25km/h
2142,晴天,白天,干燥,大学生,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,100米,50km/h
2153,晴天,白天,干燥,大学生,与人交谈,停留,应急车辆,无特别需求,50米,50km/h
2168,晴天,白天,干燥,大学生,与人交谈,走向人行道,应急车辆,紧急（去医院）,50米,25km/h
2175,晴天,白天,干燥,大学生,与人交谈,走向人行道,卡车,紧急（去医院）,100米,25km/h
2178,晴天,白天,干燥,大学生,与人交谈,走向人行道,卡车,紧急（去医院）,100米,50km/h
2185,晴天,白天,干燥,大学生,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,25km/h
2190,晴天,白天,干燥,大学生,与人交谈,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
2200,晴天,白天,干燥,大学生,与人交谈,走向人行道,普通汽车,无特别需求,10米,50km/h
2222,晴天,白天,干燥,大学生,与人交谈,不走向人行道,应急车辆,紧急（去医院）,50米,25km/h
2226,晴天,白天,干燥,大学生,与人交谈,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
2236,晴天,白天,干燥,大学生,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
2248,晴天,白天,干燥,大学生,与人交谈,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
2266,晴天,白天,干燥,大学生,与人交谈,不走向人行道,卡车,无特别需求,10米,50km/h
2271,晴天,白天,干燥,大学生,四处张望,停留,普通汽车,紧急（去医院）,100米,25km/h
2278,晴天,白天,干燥,大学生,四处张望,停留,应急车辆,紧急（去医院）,10米,50km/h
2280,晴天,白天,干燥,大学生,四处张望,停留,应急车辆,紧急（去医院）,100米,50km/h
2301,晴天,白天,干燥,大学生,四处张望,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
2302,晴天,白天,干燥,大学生,四处张望,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
2309,晴天,白天,干燥,大学生,四处张望,停留,普通汽车,无特别需求,50米,50km/h
2316,晴天,白天,干燥,大学生,四处张望,停留,应急车辆,无特别需求,100米,50km/h
2320,晴天,白天,干燥,大学生,四处张望,停留,卡车,无特别需求,10米,50km/h
2326,晴天,白天,干燥,大学生,四处张望,走向人行道,普通汽车,紧急（去医院）,10米,50km/h
2361,晴天,白天,干燥,大学生,四处张望,走向人行道,普通汽车,无特别需求,100米,25km/h
2387,晴天,白天,干燥,大学生,四处张望,不走向人行道,应急车辆,紧急（去医院）,50米,50km/h
2389,晴天,白天,干燥,大学生,四处张望,不走向人行道,卡车,紧急（去医院）,10米,25km/h
2393,晴天,白天,干燥,大学生,四处张望,不走向人行道,卡车,紧急（去医院）,50米,50km/h
2394,晴天,白天,干燥,大学生,四处张望,不走向人行道,卡车,紧急（去医院）,100米,50km/h
2406,晴天,白天,干燥,大学生,四处张望,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
2409,晴天,白天,干燥,大学生,四处张望,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
2415,晴天,白天,干燥,大学生,四处张望,不走向人行道,普通汽车,无特别需求,100米,25km/h
2440,晴天,白天,湿滑,儿童,看手机,停留,应急车辆,紧急（去医院）,10米,50km/h
2445,晴天,白天,湿滑,儿童,看手机,停留,卡车,紧急（去医院）,100米,25km/h
2481,晴天,白天,湿滑,儿童,看手机,停留,卡车,无特别需求,100米,25km/h
2484,晴天,白天,湿滑,儿童,看手机,停留,卡车,无特别需求,100米,50km/h
2504,晴天,白天,湿滑,儿童,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
2513,晴天,白天,湿滑,儿童,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,50km/h
2535,晴天,白天,湿滑,儿童,看手机,走向人行道,卡车,无特别需求,100米,25km/h
2550,晴天,白天,湿滑,儿童,看手机,不走向人行道,应急车辆,紧急（去医院）,100米,50km/h
2555,晴天,白天,湿滑,儿童,看手机,不走向人行道,卡车,紧急（去医院）,50米,50km/h
2560,晴天,白天,湿滑,儿童,看手机,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
2572,晴天,白天,湿滑,儿童,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,10米,50km/h
2580,晴天,白天,湿滑,儿童,看手机,不走向人行道,普通汽车,无特别需求,100米,50km/h
2586,晴天,白天,湿滑,儿童,看手机,不走向人行道,应急车辆,无特别需求,100米,50km/h
2603,晴天,白天,湿滑,儿童,与人交谈,停留,应急车辆,紧急（去医院）,50米,50km/h
2606,晴天,白天,湿滑,儿童,与人交谈,停留,卡车,紧急（去医院）,50米,25km/h
2610,晴天,白天,湿滑,儿童,与人交谈,停留,卡车,紧急（去医院）,100米,50km/h
2622,晴天,白天,湿滑,儿童,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
2625,晴天,白天,湿滑,儿童,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,100米,25km/h
2627,晴天,白天,湿滑,儿童,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,50米,50km/h
2648,晴天,白天,湿滑,儿童,与人交谈,走向人行道,普通汽车,紧急（去医院）,50米,25km/h
2677,晴天,白天,湿滑,儿童,与人交谈,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
2678,晴天,白天,湿滑,儿童,与人交谈,走向人行道,卡车,赶时间（通勤或赶飞机）,50米,25km/h
2679,晴天,白天,湿滑,儿童,与人交谈,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
2699,晴天,白天,湿滑,儿童,与人交谈,走向人行道,卡车,无特别需求,50米,50km/h
2700,晴天,白天,湿滑,儿童,与人交谈,走向人行道,卡车,无特别需求,100米,50km/h
2702,晴天,白天,湿滑,儿童,与人交谈,不走向人行道,普通汽车,紧急（去医院）,50米,25km/h
2704,晴天,白天,湿滑,儿童,与人交谈,不走向人行道,普通汽车,紧急（去医院）,10米,50km/h
2713,晴天,白天,湿滑,儿童,与人交谈,不走向人行道,卡车,紧急（去医院）,10米,25km/h
2741,晴天,白天,湿滑,儿童,与人交谈,不走向人行道,普通汽车,无特别需求,50米,50km/h
2744,晴天,白天,湿滑,儿童,与人交谈,不走向人行道,应急车辆,无特别需求,50米,25km/h
2784,晴天,白天,湿滑,儿童,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
2798,晴天,白天,湿滑,儿童,四处张望,停留,应急车辆,无特别需求,50米,25km/h
2815,晴天,白天,湿滑,儿童,四处张望,走向人行道,应急车辆,紧急（去医院）,10米,25km/h
2827,晴天,白天,湿滑,儿童,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
2857,晴天,白天,湿滑,儿童,四处张望,走向人行道,卡车,无特别需求,10米,25km/h
2860,晴天,白天,湿滑,儿童,四处张望,走向人行道,卡车,无特别需求,10米,50km/h
2865,晴天,白天,湿滑,儿童,四处张望,不走向人行道,普通汽车,紧急（去医院）,100米,25km/h
2879,晴天,白天,湿滑,儿童,四处张望,不走向人行道,卡车,紧急（去医院）,50米,50km/h
2886,晴天,白天,湿滑,儿童,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
2911,晴天,白天,湿滑,儿童,四处张望,不走向人行道,卡车,无特别需求,10米,25km/h
2954,晴天,白天,湿滑,老人,看手机,停留,普通汽车,无特别需求,50米,25km/h
2969,晴天,白天,湿滑,老人,看手机,停留,卡车,无特别需求,50米,50km/h
2975,晴天,白天,湿滑,老人,看手机,走向人行道,普通汽车,紧急（去医院）,50米,50km/h
3001,晴天,白天,湿滑,老人,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,10米,25km/h
3012,晴天,白天,湿滑,老人,看手机,走向人行道,普通汽车,无特别需求,100米,50km/h
3015,晴天,白天,湿滑,老人,看手机,走向人行道,应急车辆,无特别需求,100米,25km/h
3016,晴天,白天,湿滑,老人,看手机,走向人行道,应急车辆,无特别需求,10米,50km/h
3051,晴天,白天,湿滑,老人,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,25km/h
3060,晴天,白天,湿滑,老人,看手机,不走向人行道,卡车,赶时间（通勤或赶飞机）,100米,50km/h
3063,晴天,白天,湿滑,老人,看手机,不走向人行道,普通汽车,无特别需求,100米,25km/h
3069,晴天,白天,湿滑,老人,看手机,不走向人行道,应急车辆,无特别需求,100米,25km/h
3078,晴天,白天,湿滑,老人,看手机,不走向人行道,卡车,无特别需求,100米,50km/h
3106,晴天,白天,湿滑,老人,与人交谈,停留,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
3112,晴天,白天,湿滑,老人,与人交谈,停留,卡车,赶时间（通勤或赶飞机）,10米,50km/h
3129,晴天,白天,湿滑,老人,与人交谈,停留,卡车,无特别需求,100米,25km/h
3170,晴天,白天,湿滑,老人,与人交谈,走向人行道,普通汽车,无特别需求,50米,25km/h
3185,晴天,白天,湿滑,老人,与人交谈,走向人行道,卡车,无特别需求,50米,50km/h
3201,晴天,白天,湿滑,老人,与人交谈,不走向人行道,卡车,紧急（去医院）,100米,25km/h
3205,晴天,白天,湿滑,老人,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
3208,晴天,白天,湿滑,老人,与人交谈,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,50km/h
3231,晴天,白天,湿滑,老人,与人交谈,不走向人行道,应急车辆,无特别需求,100米,25km/h
3264,晴天,白天,湿滑,老人,四处张望,停留,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
3270,晴天,白天,湿滑,老人,四处张望,停留,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
3283,晴天,白天,湿滑,老人,四处张望,停留,应急车辆,无特别需求,10米,25km/h
3296,晴天,白天,湿滑,老人,四处张望,走向人行道,普通汽车,紧急（去医院）,50米,25km/h
3299,晴天,白天,湿滑,老人,四处张望,走向人行道,普通汽车,紧急（去医院）,50米,50km/h
3303,晴天,白天,湿滑,老人,四处张望,走向人行道,应急车辆,紧急（去医院）,100米,25km/h
3311,晴天,白天,湿滑,老人,四处张望,走向人行道,卡车,紧急（去医院）,50米,50km/h
3315,晴天,白天,湿滑,老人,四处张望,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,25km/h
3335,晴天,白天,湿滑,老人,四处张望,走向人行道,普通汽车,无特别需求,50米,50km/h
3342,晴天,白天,湿滑,老人,四处张望,走向人行道,应急车辆,无特别需求,100米,50km/h
3353,晴天,白天,湿滑,老人,四处张望,不走向人行道,普通汽车,紧急（去医院）,50米,50km/h
3354,晴天,白天,湿滑,老人,四处张望,不走向人行道,普通汽车,紧急（去医院）,100米,50km/h
3367,晴天,白天,湿滑,老人,四处张望,不走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
3395,晴天,白天,湿滑,老人,四处张望,不走向人行道,应急车辆,无特别需求,50米,50km/h
3411,晴天,白天,湿滑,警察,看手机,停留,应急车辆,紧急（去医院）,100米,25km/h
3416,晴天,白天,湿滑,警察,看手机,停留,卡车,紧急（去医院）,50米,25km/h
3422,晴天,白天,湿滑,警察,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,50米,25km/h
3426,晴天,白天,湿滑,警察,看手机,停留,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
3430,晴天,白天,湿滑,警察,看手机,停留,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
3434,晴天,白天,湿滑,警察,看手机,停留,卡车,赶时间（通勤或赶飞机）,50米,25km/h
3462,晴天,白天,湿滑,警察,看手机,走向人行道,普通汽车,紧急（去医院）,100米,50km/h
3473,晴天,白天,湿滑,警察,看手机,走向人行道,卡车,紧急（去医院）,50米,50km/h
3475,晴天,白天,湿滑,警察,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,10米,25km/h
3480,晴天,白天,湿滑,警察,看手机,走向人行道,普通汽车,赶时间（通勤或赶飞机）,100米,50km/h
3482,晴天,白天,湿滑,警察,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,50米,25km/h
3486,晴天,白天,湿滑,警察,看手机,走向人行道,应急车辆,赶时间（通勤或赶飞机）,100米,50km/h
3489,晴天,白天,湿滑,警察,看手机,走向人行道,卡车,赶时间（通勤或赶飞机）,100米,25km/h
3499,晴天,白天,湿滑,警察,看手机,走向人行道,应急车辆,无特别需求,10米,25km/h
3508,晴天,白天,湿滑,警察,看手机,走向人行道,卡车,无特别需求,10米,50km/h
3523,晴天,白天,湿滑,警察,看手机,不走向人行道,卡车,紧急（去医院）,10米,25km/h
3538,晴天,白天,湿滑,警察,看手机,不走向人行道,应急车辆,赶时间（通勤或赶飞机）,10米,50km/h
