id,weather,time,road_condition,pedestrian_type,pedestrian_behavior,pedestiran_action,ego_role,occupant_requirement,distance to pedestrian,ego_vehicle_speed
879,sunny,day,dry,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
912,sunny,day,dry,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
929,sunny,day,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
937,sunny,day,dry,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
961,sunny,day,dry,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,10m,25km/h
971,sunny,day,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,50m,50km/h
972,sunny,day,dry,elderly,looking around,moving orientation not towards crosswalk,truck,none,100m,50km/h
978,sunny,day,dry,police,watching phone,stop,normal car,urgent (to hospital),100m,50km/h
981,sunny,day,dry,police,watching phone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
1007,sunny,day,dry,police,watching phone,stop,truck,hurry (commute or flight),50m,50km/h
1024,sunny,day,dry,police,watching phone,stop,truck,none,10m,50km/h
1028,sunny,day,dry,police,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
1035,sunny,day,dry,police,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
1036,sunny,day,dry,police,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,50km/h
1053,sunny,day,dry,police,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
1085,sunny,day,dry,police,watching phone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
1087,sunny,day,dry,police,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
1088,sunny,day,dry,police,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
1093,sunny,day,dry,police,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
1115,sunny,day,dry,police,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),50m,50km/h
1124,sunny,day,dry,police,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
1145,sunny,day,dry,police,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,50km/h
1148,sunny,day,dry,police,talking to someone,stop,truck,urgent (to hospital),50m,25km/h
1154,sunny,day,dry,police,talking to someone,stop,normal car,hurry (commute or flight),50m,25km/h
1158,sunny,day,dry,police,talking to someone,stop,normal car,hurry (commute or flight),100m,50km/h
1163,sunny,day,dry,police,talking to someone,stop,emergency vehicle,hurry (commute or flight),50m,50km/h
1164,sunny,day,dry,police,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
1183,sunny,day,dry,police,talking to someone,stop,truck,none,10m,25km/h
1200,sunny,day,dry,police,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
1228,sunny,day,dry,police,talking to someone,moving orientation towards crosswalk,normal car,none,10m,50km/h
1262,sunny,day,dry,police,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
1273,sunny,day,dry,police,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,25km/h
1289,sunny,day,dry,police,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
1291,sunny,day,dry,police,talking to someone,moving orientation not towards crosswalk,truck,none,10m,25km/h
1298,sunny,day,dry,police,looking around,stop,normal car,urgent (to hospital),50m,25km/h
1329,sunny,day,dry,police,looking around,stop,truck,hurry (commute or flight),100m,25km/h
1347,sunny,day,dry,police,looking around,stop,truck,none,100m,25km/h
1348,sunny,day,dry,police,looking around,stop,truck,none,10m,50km/h
1351,sunny,day,dry,police,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
1356,sunny,day,dry,police,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
1384,sunny,day,dry,police,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
1397,sunny,day,dry,police,looking around,moving orientation towards crosswalk,emergency vehicle,none,50m,50km/h
1398,sunny,day,dry,police,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
1420,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
1428,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
1430,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
1444,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,normal car,none,10m,50km/h
1445,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,normal car,none,50m,50km/h
1454,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,truck,none,50m,25km/h
1457,sunny,day,dry,police,looking around,moving orientation not towards crosswalk,truck,none,50m,50km/h
1494,sunny,day,dry,pregnant,watching phone,stop,truck,hurry (commute or flight),100m,50km/h
1513,sunny,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,25km/h
1523,sunny,day,dry,pregnant,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
1528,sunny,day,dry,pregnant,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
1531,sunny,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
1535,sunny,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,50km/h
1536,sunny,day,dry,pregnant,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
1612,sunny,day,dry,pregnant,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,10m,50km/h
1625,sunny,day,dry,pregnant,talking to someone,stop,normal car,urgent (to hospital),50m,50km/h
1633,sunny,day,dry,pregnant,talking to someone,stop,truck,urgent (to hospital),10m,25km/h
1705,sunny,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
1711,sunny,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,10m,25km/h
1713,sunny,day,dry,pregnant,talking to someone,moving orientation towards crosswalk,normal car,none,100m,25km/h
1730,sunny,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
1731,sunny,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
1740,sunny,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
1748,sunny,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
1769,sunny,day,dry,pregnant,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
1808,sunny,day,dry,pregnant,looking around,stop,emergency vehicle,hurry (commute or flight),50m,25km/h
1816,sunny,day,dry,pregnant,looking around,stop,truck,hurry (commute or flight),10m,50km/h
1839,sunny,day,dry,pregnant,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,25km/h
1863,sunny,day,dry,pregnant,looking around,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
1870,sunny,day,dry,pregnant,looking around,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,50km/h
1906,sunny,day,dry,pregnant,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,50km/h
1912,sunny,day,dry,pregnant,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
1958,sunny,day,dry,college student,watching phone,stop,truck,urgent (to hospital),50m,25km/h
1960,sunny,day,dry,college student,watching phone,stop,truck,urgent (to hospital),10m,50km/h
1963,sunny,day,dry,college student,watching phone,stop,normal car,hurry (commute or flight),10m,25km/h
1982,sunny,day,dry,college student,watching phone,stop,normal car,none,50m,25km/h
2009,sunny,day,dry,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
2027,sunny,day,dry,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
2035,sunny,day,dry,college student,watching phone,moving orientation towards crosswalk,normal car,none,10m,25km/h
2044,sunny,day,dry,college student,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
2066,sunny,day,dry,college student,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,25km/h
2086,sunny,day,dry,college student,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
2112,sunny,day,dry,college student,talking to someone,stop,normal car,urgent (to hospital),100m,50km/h
2113,sunny,day,dry,college student,talking to someone,stop,emergency vehicle,urgent (to hospital),10m,25km/h
2128,sunny,day,dry,college student,talking to someone,stop,normal car,hurry (commute or flight),10m,50km/h
2137,sunny,day,dry,college student,talking to someone,stop,truck,hurry (commute or flight),10m,25km/h
2142,sunny,day,dry,college student,talking to someone,stop,truck,hurry (commute or flight),100m,50km/h
2153,sunny,day,dry,college student,talking to someone,stop,emergency vehicle,none,50m,50km/h
2168,sunny,day,dry,college student,talking to someone,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
2175,sunny,day,dry,college student,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,25km/h
2178,sunny,day,dry,college student,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
2185,sunny,day,dry,college student,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),10m,25km/h
2190,sunny,day,dry,college student,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
2200,sunny,day,dry,college student,talking to someone,moving orientation towards crosswalk,normal car,none,10m,50km/h
2222,sunny,day,dry,college student,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,25km/h
2226,sunny,day,dry,college student,talking to someone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
2236,sunny,day,dry,college student,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
2248,sunny,day,dry,college student,talking to someone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
2266,sunny,day,dry,college student,talking to someone,moving orientation not towards crosswalk,truck,none,10m,50km/h
2271,sunny,day,dry,college student,looking around,stop,normal car,urgent (to hospital),100m,25km/h
2278,sunny,day,dry,college student,looking around,stop,emergency vehicle,urgent (to hospital),10m,50km/h
2280,sunny,day,dry,college student,looking around,stop,emergency vehicle,urgent (to hospital),100m,50km/h
2301,sunny,day,dry,college student,looking around,stop,truck,hurry (commute or flight),100m,25km/h
2302,sunny,day,dry,college student,looking around,stop,truck,hurry (commute or flight),10m,50km/h
2309,sunny,day,dry,college student,looking around,stop,normal car,none,50m,50km/h
2316,sunny,day,dry,college student,looking around,stop,emergency vehicle,none,100m,50km/h
2320,sunny,day,dry,college student,looking around,stop,truck,none,10m,50km/h
2326,sunny,day,dry,college student,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),10m,50km/h
2361,sunny,day,dry,college student,looking around,moving orientation towards crosswalk,normal car,none,100m,25km/h
2387,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),50m,50km/h
2389,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
2393,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
2394,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,50km/h
2406,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
2409,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,25km/h
2415,sunny,day,dry,college student,looking around,moving orientation not towards crosswalk,normal car,none,100m,25km/h
2440,sunny,day,wet,children,watching phone,stop,emergency vehicle,urgent (to hospital),10m,50km/h
2445,sunny,day,wet,children,watching phone,stop,truck,urgent (to hospital),100m,25km/h
2481,sunny,day,wet,children,watching phone,stop,truck,none,100m,25km/h
2484,sunny,day,wet,children,watching phone,stop,truck,none,100m,50km/h
2504,sunny,day,wet,children,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),50m,25km/h
2513,sunny,day,wet,children,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,50km/h
2535,sunny,day,wet,children,watching phone,moving orientation towards crosswalk,truck,none,100m,25km/h
2550,sunny,day,wet,children,watching phone,moving orientation not towards crosswalk,emergency vehicle,urgent (to hospital),100m,50km/h
2555,sunny,day,wet,children,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
2560,sunny,day,wet,children,watching phone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
2572,sunny,day,wet,children,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),10m,50km/h
2580,sunny,day,wet,children,watching phone,moving orientation not towards crosswalk,normal car,none,100m,50km/h
2586,sunny,day,wet,children,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,50km/h
2603,sunny,day,wet,children,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,50km/h
2606,sunny,day,wet,children,talking to someone,stop,truck,urgent (to hospital),50m,25km/h
2610,sunny,day,wet,children,talking to someone,stop,truck,urgent (to hospital),100m,50km/h
2622,sunny,day,wet,children,talking to someone,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
2625,sunny,day,wet,children,talking to someone,stop,truck,hurry (commute or flight),100m,25km/h
2627,sunny,day,wet,children,talking to someone,stop,truck,hurry (commute or flight),50m,50km/h
2648,sunny,day,wet,children,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
2677,sunny,day,wet,children,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
2678,sunny,day,wet,children,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),50m,25km/h
2679,sunny,day,wet,children,talking to someone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
2699,sunny,day,wet,children,talking to someone,moving orientation towards crosswalk,truck,none,50m,50km/h
2700,sunny,day,wet,children,talking to someone,moving orientation towards crosswalk,truck,none,100m,50km/h
2702,sunny,day,wet,children,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,25km/h
2704,sunny,day,wet,children,talking to someone,moving orientation not towards crosswalk,normal car,urgent (to hospital),10m,50km/h
2713,sunny,day,wet,children,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
2741,sunny,day,wet,children,talking to someone,moving orientation not towards crosswalk,normal car,none,50m,50km/h
2744,sunny,day,wet,children,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,50m,25km/h
2784,sunny,day,wet,children,looking around,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
2798,sunny,day,wet,children,looking around,stop,emergency vehicle,none,50m,25km/h
2815,sunny,day,wet,children,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),10m,25km/h
2827,sunny,day,wet,children,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
2857,sunny,day,wet,children,looking around,moving orientation towards crosswalk,truck,none,10m,25km/h
2860,sunny,day,wet,children,looking around,moving orientation towards crosswalk,truck,none,10m,50km/h
2865,sunny,day,wet,children,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,25km/h
2879,sunny,day,wet,children,looking around,moving orientation not towards crosswalk,truck,urgent (to hospital),50m,50km/h
2886,sunny,day,wet,children,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
2911,sunny,day,wet,children,looking around,moving orientation not towards crosswalk,truck,none,10m,25km/h
2954,sunny,day,wet,elderly,watching phone,stop,normal car,none,50m,25km/h
2969,sunny,day,wet,elderly,watching phone,stop,truck,none,50m,50km/h
2975,sunny,day,wet,elderly,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
3001,sunny,day,wet,elderly,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),10m,25km/h
3012,sunny,day,wet,elderly,watching phone,moving orientation towards crosswalk,normal car,none,100m,50km/h
3015,sunny,day,wet,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,100m,25km/h
3016,sunny,day,wet,elderly,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,50km/h
3051,sunny,day,wet,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),100m,25km/h
3060,sunny,day,wet,elderly,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
3063,sunny,day,wet,elderly,watching phone,moving orientation not towards crosswalk,normal car,none,100m,25km/h
3069,sunny,day,wet,elderly,watching phone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
3078,sunny,day,wet,elderly,watching phone,moving orientation not towards crosswalk,truck,none,100m,50km/h
3106,sunny,day,wet,elderly,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
3112,sunny,day,wet,elderly,talking to someone,stop,truck,hurry (commute or flight),10m,50km/h
3129,sunny,day,wet,elderly,talking to someone,stop,truck,none,100m,25km/h
3170,sunny,day,wet,elderly,talking to someone,moving orientation towards crosswalk,normal car,none,50m,25km/h
3185,sunny,day,wet,elderly,talking to someone,moving orientation towards crosswalk,truck,none,50m,50km/h
3201,sunny,day,wet,elderly,talking to someone,moving orientation not towards crosswalk,truck,urgent (to hospital),100m,25km/h
3205,sunny,day,wet,elderly,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
3208,sunny,day,wet,elderly,talking to someone,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,50km/h
3231,sunny,day,wet,elderly,talking to someone,moving orientation not towards crosswalk,emergency vehicle,none,100m,25km/h
3264,sunny,day,wet,elderly,looking around,stop,normal car,hurry (commute or flight),100m,50km/h
3270,sunny,day,wet,elderly,looking around,stop,emergency vehicle,hurry (commute or flight),100m,50km/h
3283,sunny,day,wet,elderly,looking around,stop,emergency vehicle,none,10m,25km/h
3296,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,25km/h
3299,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,normal car,urgent (to hospital),50m,50km/h
3303,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,urgent (to hospital),100m,25km/h
3311,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
3315,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,25km/h
3335,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,normal car,none,50m,50km/h
3342,sunny,day,wet,elderly,looking around,moving orientation towards crosswalk,emergency vehicle,none,100m,50km/h
3353,sunny,day,wet,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),50m,50km/h
3354,sunny,day,wet,elderly,looking around,moving orientation not towards crosswalk,normal car,urgent (to hospital),100m,50km/h
3367,sunny,day,wet,elderly,looking around,moving orientation not towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
3395,sunny,day,wet,elderly,looking around,moving orientation not towards crosswalk,emergency vehicle,none,50m,50km/h
3411,sunny,day,wet,police,watching phone,stop,emergency vehicle,urgent (to hospital),100m,25km/h
3416,sunny,day,wet,police,watching phone,stop,truck,urgent (to hospital),50m,25km/h
3422,sunny,day,wet,police,watching phone,stop,normal car,hurry (commute or flight),50m,25km/h
3426,sunny,day,wet,police,watching phone,stop,normal car,hurry (commute or flight),100m,50km/h
3430,sunny,day,wet,police,watching phone,stop,emergency vehicle,hurry (commute or flight),10m,50km/h
3434,sunny,day,wet,police,watching phone,stop,truck,hurry (commute or flight),50m,25km/h
3462,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
3473,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,truck,urgent (to hospital),50m,50km/h
3475,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),10m,25km/h
3480,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,normal car,hurry (commute or flight),100m,50km/h
3482,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
3486,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),100m,50km/h
3489,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,truck,hurry (commute or flight),100m,25km/h
3499,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,emergency vehicle,none,10m,25km/h
3508,sunny,day,wet,police,watching phone,moving orientation towards crosswalk,truck,none,10m,50km/h
3523,sunny,day,wet,police,watching phone,moving orientation not towards crosswalk,truck,urgent (to hospital),10m,25km/h
3538,sunny,day,wet,police,watching phone,moving orientation not towards crosswalk,emergency vehicle,hurry (commute or flight),10m,50km/h
3546,sunny,day,wet,police,watching phone,moving orientation not towards crosswalk,truck,hurry (commute or flight),100m,50km/h
3563,sunny,day,wet,police,watching phone,moving orientation not towards crosswalk,truck,none,50m,50km/h
3572,sunny,day,wet,police,talking to someone,stop,emergency vehicle,urgent (to hospital),50m,25km/h
3580,sunny,day,wet,police,talking to someone,stop,truck,urgent (to hospital),10m,50km/h
3589,sunny,day,wet,police,talking to someone,stop,emergency vehicle,hurry (commute or flight),10m,25km/h
3610,sunny,day,wet,police,talking to someone,stop,emergency vehicle,none,10m,50km/h
3624,sunny,day,wet,police,talking to someone,moving orientation towards crosswalk,normal car,urgent (to hospital),100m,50km/h
3634,sunny,day,wet,police,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),10m,50km/h
3636,sunny,day,wet,police,talking to someone,moving orientation towards crosswalk,truck,urgent (to hospital),100m,50km/h
3644,sunny,day,wet,police,talking to someone,moving orientation towards crosswalk,emergency vehicle,hurry (commute or flight),50m,25km/h
