id,weather,time,road_condition,bicycle_front_space,bicycle_rider,bicycle_position,dist_bicycle,ego_vehicle_speed,ego_role,occupant_requirement,following_vehicle
30,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,urgent (to hospital),normal car
31,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,urgent (to hospital),normal car
32,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,urgent (to hospital),normal car
33,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,urgent (to hospital),emergency vehicle
34,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,urgent (to hospital),emergency vehicle
35,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,urgent (to hospital),emergency vehicle
36,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,urgent (to hospital),emergency vehicle
37,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),none
38,sunny,day,dry,free,adult,right of the lane,10m,25km/h,normal car,hurry (commute or flight),none
39,sunny,day,dry,free,children,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),none
40,sunny,day,dry,free,children,right of the lane,10m,25km/h,normal car,hurry (commute or flight),none
41,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),normal car
42,sunny,day,dry,free,adult,right of the lane,10m,25km/h,normal car,hurry (commute or flight),normal car
43,sunny,day,dry,free,children,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),normal car
44,sunny,day,dry,free,children,right of the lane,10m,25km/h,normal car,hurry (commute or flight),normal car
45,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
46,sunny,day,dry,free,adult,right of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
47,sunny,day,dry,free,children,middle of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
48,sunny,day,dry,free,children,right of the lane,10m,25km/h,normal car,hurry (commute or flight),emergency vehicle
49,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),none
50,sunny,day,dry,free,adult,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),none
51,sunny,day,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),none
52,sunny,day,dry,free,children,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),none
53,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
54,sunny,day,dry,free,adult,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
55,sunny,day,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
56,sunny,day,dry,free,children,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),normal car
57,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
58,sunny,day,dry,free,adult,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
59,sunny,day,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
60,sunny,day,dry,free,children,right of the lane,10m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
61,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,hurry (commute or flight),none
62,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,hurry (commute or flight),none
63,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,hurry (commute or flight),none
64,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,hurry (commute or flight),none
65,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,hurry (commute or flight),normal car
66,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,hurry (commute or flight),normal car
67,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,hurry (commute or flight),normal car
68,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,hurry (commute or flight),normal car
69,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,hurry (commute or flight),emergency vehicle
70,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,hurry (commute or flight),emergency vehicle
71,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,hurry (commute or flight),emergency vehicle
72,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,hurry (commute or flight),emergency vehicle
73,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,normal car,none,none
74,sunny,day,dry,free,adult,right of the lane,10m,25km/h,normal car,none,none
75,sunny,day,dry,free,children,middle of the lane,10m,25km/h,normal car,none,none
76,sunny,day,dry,free,children,right of the lane,10m,25km/h,normal car,none,none
77,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,normal car,none,normal car
78,sunny,day,dry,free,adult,right of the lane,10m,25km/h,normal car,none,normal car
79,sunny,day,dry,free,children,middle of the lane,10m,25km/h,normal car,none,normal car
80,sunny,day,dry,free,children,right of the lane,10m,25km/h,normal car,none,normal car
81,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,normal car,none,emergency vehicle
82,sunny,day,dry,free,adult,right of the lane,10m,25km/h,normal car,none,emergency vehicle
83,sunny,day,dry,free,children,middle of the lane,10m,25km/h,normal car,none,emergency vehicle
84,sunny,day,dry,free,children,right of the lane,10m,25km/h,normal car,none,emergency vehicle
85,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,emergency vehicle,none,none
86,sunny,day,dry,free,adult,right of the lane,10m,25km/h,emergency vehicle,none,none
87,sunny,day,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,none,none
88,sunny,day,dry,free,children,right of the lane,10m,25km/h,emergency vehicle,none,none
89,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,emergency vehicle,none,normal car
90,sunny,day,dry,free,adult,right of the lane,10m,25km/h,emergency vehicle,none,normal car
91,sunny,day,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,none,normal car
92,sunny,day,dry,free,children,right of the lane,10m,25km/h,emergency vehicle,none,normal car
93,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,emergency vehicle,none,emergency vehicle
94,sunny,day,dry,free,adult,right of the lane,10m,25km/h,emergency vehicle,none,emergency vehicle
95,sunny,day,dry,free,children,middle of the lane,10m,25km/h,emergency vehicle,none,emergency vehicle
96,sunny,day,dry,free,children,right of the lane,10m,25km/h,emergency vehicle,none,emergency vehicle
97,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,none,none
98,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,none,none
99,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,none,none
100,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,none,none
101,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,none,normal car
102,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,none,normal car
103,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,none,normal car
104,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,none,normal car
105,sunny,day,dry,free,adult,middle of the lane,10m,25km/h,truck,none,emergency vehicle
106,sunny,day,dry,free,adult,right of the lane,10m,25km/h,truck,none,emergency vehicle
107,sunny,day,dry,free,children,middle of the lane,10m,25km/h,truck,none,emergency vehicle
108,sunny,day,dry,free,children,right of the lane,10m,25km/h,truck,none,emergency vehicle
109,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,urgent (to hospital),none
110,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,urgent (to hospital),none
111,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,urgent (to hospital),none
112,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,urgent (to hospital),none
113,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,urgent (to hospital),normal car
114,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,urgent (to hospital),normal car
115,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,urgent (to hospital),normal car
116,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,urgent (to hospital),normal car
117,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,urgent (to hospital),emergency vehicle
118,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,urgent (to hospital),emergency vehicle
119,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,urgent (to hospital),emergency vehicle
120,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,urgent (to hospital),emergency vehicle
121,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
122,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
123,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
124,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),none
125,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),normal car
126,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),normal car
127,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),normal car
128,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),normal car
129,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
130,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
131,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
132,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
133,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,urgent (to hospital),none
134,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,urgent (to hospital),none
135,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,urgent (to hospital),none
136,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,urgent (to hospital),none
137,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,urgent (to hospital),normal car
138,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,urgent (to hospital),normal car
139,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,urgent (to hospital),normal car
140,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,urgent (to hospital),normal car
141,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,urgent (to hospital),emergency vehicle
142,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,urgent (to hospital),emergency vehicle
143,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,urgent (to hospital),emergency vehicle
144,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,urgent (to hospital),emergency vehicle
145,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),none
146,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,hurry (commute or flight),none
147,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),none
148,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,hurry (commute or flight),none
149,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
150,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
151,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
152,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,hurry (commute or flight),normal car
153,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),emergency vehicle
154,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,hurry (commute or flight),emergency vehicle
155,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,hurry (commute or flight),emergency vehicle
156,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,hurry (commute or flight),emergency vehicle
157,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),none
158,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),none
159,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),none
160,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),none
161,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),normal car
162,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),normal car
163,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),normal car
164,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),normal car
165,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
166,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
167,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
168,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
169,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,hurry (commute or flight),none
170,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,hurry (commute or flight),none
171,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,hurry (commute or flight),none
172,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),none
173,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
174,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
175,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
176,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),normal car
177,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
178,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
179,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
180,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,hurry (commute or flight),emergency vehicle
181,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,none,none
182,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,none,none
183,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,none,none
184,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,none,none
185,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,none,normal car
186,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,none,normal car
187,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,none,normal car
188,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,none,normal car
189,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,normal car,none,emergency vehicle
190,sunny,day,dry,free,adult,right of the lane,50m,25km/h,normal car,none,emergency vehicle
191,sunny,day,dry,free,children,middle of the lane,50m,25km/h,normal car,none,emergency vehicle
192,sunny,day,dry,free,children,right of the lane,50m,25km/h,normal car,none,emergency vehicle
193,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,none,none
194,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,none,none
195,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,none,none
196,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,none,none
197,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,none,normal car
198,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,none,normal car
199,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,none,normal car
200,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,none,normal car
201,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,emergency vehicle,none,emergency vehicle
202,sunny,day,dry,free,adult,right of the lane,50m,25km/h,emergency vehicle,none,emergency vehicle
203,sunny,day,dry,free,children,middle of the lane,50m,25km/h,emergency vehicle,none,emergency vehicle
204,sunny,day,dry,free,children,right of the lane,50m,25km/h,emergency vehicle,none,emergency vehicle
205,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,none,none
206,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,none,none
207,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,none,none
208,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,none,none
209,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,none,normal car
210,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,none,normal car
211,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,none,normal car
212,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,none,normal car
213,sunny,day,dry,free,adult,middle of the lane,50m,25km/h,truck,none,emergency vehicle
214,sunny,day,dry,free,adult,right of the lane,50m,25km/h,truck,none,emergency vehicle
215,sunny,day,dry,free,children,middle of the lane,50m,25km/h,truck,none,emergency vehicle
216,sunny,day,dry,free,children,right of the lane,50m,25km/h,truck,none,emergency vehicle
217,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,urgent (to hospital),none
218,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),none
219,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,urgent (to hospital),none
220,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,urgent (to hospital),none
221,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
222,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
223,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
224,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,urgent (to hospital),normal car
225,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
226,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
227,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
228,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,urgent (to hospital),emergency vehicle
229,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
230,sunny,day,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
231,sunny,day,dry,free,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
232,sunny,day,dry,free,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),none
233,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
234,sunny,day,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
235,sunny,day,dry,free,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
236,sunny,day,dry,free,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),normal car
237,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
238,sunny,day,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
239,sunny,day,dry,free,children,middle of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
240,sunny,day,dry,free,children,right of the lane,100m,25km/h,emergency vehicle,urgent (to hospital),emergency vehicle
241,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),none
242,sunny,day,dry,free,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),none
243,sunny,day,dry,free,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),none
244,sunny,day,dry,free,children,right of the lane,100m,25km/h,truck,urgent (to hospital),none
245,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),normal car
246,sunny,day,dry,free,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
247,sunny,day,dry,free,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),normal car
248,sunny,day,dry,free,children,right of the lane,100m,25km/h,truck,urgent (to hospital),normal car
249,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
250,sunny,day,dry,free,adult,right of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
251,sunny,day,dry,free,children,middle of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
252,sunny,day,dry,free,children,right of the lane,100m,25km/h,truck,urgent (to hospital),emergency vehicle
253,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),none
254,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,hurry (commute or flight),none
255,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),none
256,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,hurry (commute or flight),none
257,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
258,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
259,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
260,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,hurry (commute or flight),normal car
261,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
262,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
263,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
264,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,hurry (commute or flight),emergency vehicle
265,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
266,sunny,day,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
267,sunny,day,dry,free,children,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
268,sunny,day,dry,free,children,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),none
269,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
270,sunny,day,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
271,sunny,day,dry,free,children,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
272,sunny,day,dry,free,children,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),normal car
273,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
274,sunny,day,dry,free,adult,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
275,sunny,day,dry,free,children,middle of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
276,sunny,day,dry,free,children,right of the lane,100m,25km/h,emergency vehicle,hurry (commute or flight),emergency vehicle
277,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),none
278,sunny,day,dry,free,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),none
279,sunny,day,dry,free,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),none
280,sunny,day,dry,free,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),none
281,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
282,sunny,day,dry,free,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
283,sunny,day,dry,free,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
284,sunny,day,dry,free,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),normal car
285,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
286,sunny,day,dry,free,adult,right of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
287,sunny,day,dry,free,children,middle of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
288,sunny,day,dry,free,children,right of the lane,100m,25km/h,truck,hurry (commute or flight),emergency vehicle
289,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,none,none
290,sunny,day,dry,free,adult,right of the lane,100m,25km/h,normal car,none,none
291,sunny,day,dry,free,children,middle of the lane,100m,25km/h,normal car,none,none
292,sunny,day,dry,free,children,right of the lane,100m,25km/h,normal car,none,none
293,sunny,day,dry,free,adult,middle of the lane,100m,25km/h,normal car,none,normal car
