id,Météo,Moment de la journée,État de la route,Espace devant le cycliste,Type de cycliste,Position du cycliste,Distance au cycliste,Vitesse du véhicule ego,Rôle du véhicule ego,Besoin du passager,Véhicule suiveur
38,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
39,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
40,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
41,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
42,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
43,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
44,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
45,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
46,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
47,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
48,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
49,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
50,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
51,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
52,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
53,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
54,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
55,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
56,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
57,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
58,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
59,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
60,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
61,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
62,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
63,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
64,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),aucun
65,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
66,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
67,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
68,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),voiture normale
69,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
70,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
71,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
72,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
73,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,aucun
74,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,aucun
75,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,aucune,aucun
76,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,aucun
77,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,voiture normale
78,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,voiture normale
79,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,aucune,voiture normale
80,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,voiture normale
81,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
82,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
83,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
84,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,voiture normale,aucune,véhicule d'urgence
85,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
86,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
87,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
88,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
89,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
90,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
91,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
92,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,voiture normale
93,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
94,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
95,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
96,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
97,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,aucune,aucun
98,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,camion,aucune,aucun
99,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,camion,aucune,aucun
100,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,camion,aucune,aucun
101,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,aucune,voiture normale
102,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,camion,aucune,voiture normale
103,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,camion,aucune,voiture normale
104,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,camion,aucune,voiture normale
105,ensoleillé,jour,sec,libre,adulte,milieu de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
106,ensoleillé,jour,sec,libre,adulte,droite de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
107,ensoleillé,jour,sec,libre,enfant,milieu de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
108,ensoleillé,jour,sec,libre,enfant,droite de la voie,10m,25km/h,camion,aucune,véhicule d'urgence
109,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
110,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
111,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
112,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
113,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
114,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
115,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
116,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
117,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
118,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
119,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
120,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
121,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
122,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
123,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
124,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
125,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
126,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
127,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
128,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
129,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
130,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
131,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
132,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),véhicule d'urgence
133,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
134,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
135,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
136,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
137,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
138,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
139,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
140,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),voiture normale
141,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
142,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
143,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
144,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
145,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
146,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
147,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
148,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),aucun
149,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
150,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
151,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
152,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
153,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
154,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
155,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
156,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
157,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
158,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
159,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
160,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
161,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
162,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
163,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
164,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
165,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
166,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
167,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
168,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
169,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
170,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
171,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
172,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),aucun
173,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
174,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
175,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
176,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),voiture normale
177,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
178,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
179,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
180,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
181,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,aucun
182,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,aucun
183,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,aucun
184,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,aucun
185,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
186,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,voiture normale
187,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,voiture normale
188,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,voiture normale
189,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
190,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
191,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
192,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
193,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
194,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
195,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
196,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,aucun
197,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
198,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
199,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
200,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
201,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
202,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
203,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
204,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
205,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,aucune,aucun
206,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,aucune,aucun
207,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,aucune,aucun
208,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,aucune,aucun
209,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,aucune,voiture normale
210,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,aucune,voiture normale
211,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,aucune,voiture normale
212,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,aucune,voiture normale
213,ensoleillé,jour,sec,libre,adulte,milieu de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
214,ensoleillé,jour,sec,libre,adulte,droite de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
215,ensoleillé,jour,sec,libre,enfant,milieu de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
216,ensoleillé,jour,sec,libre,enfant,droite de la voie,50m,25km/h,camion,aucune,véhicule d'urgence
217,ensoleillé,jour,sec,libre,adulte,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
218,ensoleillé,jour,sec,libre,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
219,ensoleillé,jour,sec,libre,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
220,ensoleillé,jour,sec,libre,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
221,ensoleillé,jour,sec,libre,adulte,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
222,ensoleillé,jour,sec,libre,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
223,ensoleillé,jour,sec,libre,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
224,ensoleillé,jour,sec,libre,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
225,ensoleillé,jour,sec,libre,adulte,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
226,ensoleillé,jour,sec,libre,adulte,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
227,ensoleillé,jour,sec,libre,enfant,milieu de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
228,ensoleillé,jour,sec,libre,enfant,droite de la voie,100m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
