id,Météo,Moment de la journée,État de la route,Espace devant le cycliste,Type de cycliste,Position du cycliste,Distance au cycliste,Vitesse du véhicule ego,Rôle du véhicule ego,Besoin du passager,Véhicule suiveur
2603,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,10m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2606,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2609,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2617,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
2618,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
2622,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),voiture normale
2642,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
2648,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,10m,25km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
2677,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,aucune,aucun
2704,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
2711,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
2715,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),aucun
2726,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,50m,25km/h,camion,urgence (vers l'hôpital),aucun
2752,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,50m,25km/h,véhicule d'urgence,pressé (trajet ou vol),aucun
2782,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,50m,25km/h,voiture normale,aucune,véhicule d'urgence
2790,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,50m,25km/h,véhicule d'urgence,aucune,voiture normale
2795,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,50m,25km/h,véhicule d'urgence,aucune,véhicule d'urgence
2798,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,50m,25km/h,camion,aucune,aucun
2827,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,100m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2849,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,100m,25km/h,voiture normale,pressé (trajet ou vol),voiture normale
2865,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,100m,25km/h,véhicule d'urgence,pressé (trajet ou vol),véhicule d'urgence
2880,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,100m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
2886,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,100m,25km/h,voiture normale,aucune,voiture normale
2894,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,100m,25km/h,véhicule d'urgence,aucune,aucun
2916,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,100m,25km/h,camion,aucune,véhicule d'urgence
2936,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,10m,50km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
2989,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,10m,50km/h,voiture normale,aucune,aucun
3012,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,10m,50km/h,véhicule d'urgence,aucune,véhicule d'urgence
3016,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,10m,50km/h,camion,aucune,aucun
3019,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,10m,50km/h,camion,aucune,voiture normale
3024,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,10m,50km/h,camion,aucune,véhicule d'urgence
3025,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,50m,50km/h,voiture normale,urgence (vers l'hôpital),aucun
3036,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,50m,50km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
3063,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,50m,50km/h,voiture normale,pressé (trajet ou vol),aucun
3069,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,50m,50km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
3101,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,50m,50km/h,voiture normale,aucune,voiture normale
3114,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,50m,50km/h,véhicule d'urgence,aucune,voiture normale
3143,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,100m,50km/h,voiture normale,urgence (vers l'hôpital),véhicule d'urgence
3166,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,100m,50km/h,camion,urgence (vers l'hôpital),véhicule d'urgence
3170,ensoleillé,jour,mouillé,libre,adulte,droite de la voie,100m,50km/h,voiture normale,pressé (trajet ou vol),aucun
3185,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,100m,50km/h,véhicule d'urgence,pressé (trajet ou vol),voiture normale
3201,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,100m,50km/h,camion,pressé (trajet ou vol),véhicule d'urgence
3208,ensoleillé,jour,mouillé,libre,enfant,droite de la voie,100m,50km/h,voiture normale,aucune,aucun
3209,ensoleillé,jour,mouillé,libre,adulte,milieu de la voie,100m,50km/h,voiture normale,aucune,voiture normale
3223,ensoleillé,jour,mouillé,libre,enfant,milieu de la voie,100m,50km/h,véhicule d'urgence,aucune,voiture normale
3257,ensoleillé,jour,mouillé,100m,adulte,milieu de la voie,10m,25km/h,véhicule d'urgence,urgence (vers l'hôpital),voiture normale
3266,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,10m,25km/h,camion,urgence (vers l'hôpital),aucun
3278,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),aucun
3287,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,10m,25km/h,voiture normale,pressé (trajet ou vol),véhicule d'urgence
3311,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,10m,25km/h,camion,pressé (trajet ou vol),véhicule d'urgence
3351,ensoleillé,jour,mouillé,100m,enfant,milieu de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
3352,ensoleillé,jour,mouillé,100m,enfant,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),aucun
3354,ensoleillé,jour,mouillé,100m,adulte,droite de la voie,50m,25km/h,voiture normale,urgence (vers l'hôpital),voiture normale
